"Name";"Season";"Club";"Position";"Apps";"Minutes Played";"Distance Run (km)";"Player of the Match";"Goals";"Assists";"xG";"Shots on Target";"Shots";"Penalties Taken";"Penalties Scored";"Successful Passes";"Attempted Passes";"Pass%";"Key Passes";"Successful Crosses";"Attempted Crosses";"Cross%";"Chances Created";"Successful Headers";"Attempted Headers";"Header%";"Key Headers";"Dribbles";"Tackles Won";"Attempted Tackles";"Tackle%";"Key Tackles";"Interceptions";"Clearances";"Mistakes Leading to Goals";"Yellow Cards";"Red Cards";"Fouls";"Fouls Against";"Offsides";"Average Rating";"Acc";"Aer";"Agg";"Agi";"Ant";"Bal";"Bra";"Cmd";"Com";"Cmp";"Cnt";"Cor";"Cro";"Dec";"Det";"Dri";"Ecc";"Fin";"Fir";"Fla";"Fre";"Han";"Hea";"Jum";"Kic";"Ldr";"Lon";"L Th";"Mar";"Nat";"OtB";"1v1";"Pac";"Pas";"Pen";"Pos";"Pun";"Ref";"TRO";"Sta";"Str";"Tck";"Tea";"Tec";"Thr";"Vis";"Wor"
"Aleksandar Stojakovic";"1.0";"Inter London";"D (C), DM";10;900;106,8;0;1;1;0,48;3;7;0;0;694;714;973,38;1;0;0;NA;0;96;117;799,5;7;0;8;12;450;3;32;135;1;2;0;7;0;0;7,12;7;1;10;5;12;10;11;1;1;10;10;5;5;10;5;5;1;5;5;5;5;1;11;10;1;10;5;5;14;20;5;1;13;5;5;13;1;1;1;20;10;13;11;5;1;5;12
"Aleksandar Stojakovic";"10.0";"Cairo City";"D (C), DM";14;1260;154,1;0;0;0;0,27;2;3;0;0;626;649;1346,23;1;0;0;NA;0;152;206;1045,66;32;2;9;12;550;4;54;179;0;3;0;9;0;0;6,66;11;5;10;6;12;10;11;5;5;10;10;5;5;13;5;5;5;5;9;5;5;5;11;12;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;13;13;11;10;5;10;12
"Aleksandar Stojakovic";"2.0";"CF Catalunya";"D (C), DM";14;1260;151,7;1;1;0;1,11;2;6;0;0;1123;1153;1360,19;2;0;3;0;0;132;169;1080,49;15;0;10;12;480;3;25;145;0;4;0;13;6;0;6,9;10,21;5;10;5;12;10;11;5;5;10;10;5;5;10;5;5;5;5;8,21;5;5;5;11;10;5;10;5;5;14;20;5;5;13;8,21;5;13;5;5;5;20;11,93;13;11;8,21;5;8,21;12
"Aleksandar Stojakovic";"3.0";"CF Catalunya";"D (C), DM";16;1440;167;0;1;0;0,69;2;10;0;0;1659;1694;1566,69;3;0;1;0;0;150;184;1325,93;12;1;14;16;800;6;53;135;0;3;0;9;3;0;7,13;12,75;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;14,25;5;10;5;5;14;20;5;5;13;10;5;14;5;5;5;20;13,75;13;11;10;5;10;12
"Aleksandar Stojakovic";"4.0";"CF Catalunya";"D (C), DM";7;630;75,6;0;0;0;0,34;3;4;0;0;500;523;1054,74;0;0;0;NA;0;69;84;890,64;8;0;10;12;675;1;18;64;0;1;0;3;0;0;6,84;13;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;15;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;14;13;11;10;5;10;12
"Aleksandar Stojakovic";"5.0";"Athênai F.C.";"D (C), DM";14;1260;152,6;0;0;0;0,13;0;3;0;0;587;600;1362,42;1;0;0;NA;0;116;139;1162,98;21;1;20;26;776,67;3;34;122;0;0;0;13;0;1;6,7;13;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;15;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;14;13;11;10;5;10;12
"Aleksandar Stojakovic";"6.0";"CF Catalunya";"D (C), DM";1;90;13,1;0;0;0;0;0;0;0;0;68;72;94,44;0;0;0;NA;0;10;12;83,33;3;0;2;2;100;0;0;11;0;0;0;1;0;0;6,8;13;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;15;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;14;13;11;10;5;10;12
"Aleksandar Stojakovic";"7.0";"A.C. Romana";"D (C), DM";13,5;1215;146,7;0;0;0;0,03;0;2;0;0;1340;1364;1374,95;0;0;0;NA;0;223;267;1186,06;21;0;11;14;700;4;31;218;0;3;0;10;2;1;7,22;13;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;15;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;14;13;11;10;5;10;12
"Aleksandar Stojakovic";"8.0";"A.C. Romana";"D (C), DM";5;450;55,4;0;0;0;0,08;1;2;0;0;333;350;652,8;1;0;1;0;0;50;70;509,28;3;0;9;9;600;2;9;57;0;1;0;5;1;1;6,83;13;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;15;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;14;13;11;10;5;10;12
"Aleksandar Stojakovic";"9.0";"Cairo City";"D (C), DM";14;1260;147,3;1;0;0;0,21;0;3;0;0;702;717;1368,35;1;0;0;NA;0;198;221;1270,72;31;0;9;13;516,67;7;33;169;1;1;0;2;0;0;6,78;13;5;10;6;12;10;11;5;5;10;10;5;5;14;5;5;5;5;10;5;5;5;11;15;5;10;5;5;14;20;5;5;13;10;5;15;5;5;5;20;14;13;11;10;5;10;12
"Alessio Calvatore";"1.0";"Cairo City";"D (C), DM, M (C)";2;180;22,2;0;0;0;0,07;0;2;0;0;221;225;196,4;0;0;1;0;0;25;28;170;1;2;1;1;100;0;6;19;0;0;0;0;1;0;7,22;12;1;5;6;9;10;5,5;1;1;12;9;5;5;13;8;9;1;5;12;5;5;1;7;7;1;5;10;5;11,5;20;9;1;13;14;5;10;1;1;1;20;10;11,5;12;13;1;11;12
"Alessio Calvatore";"1.0";"Cairo City";"DM, M (C)";8;720;88,8;0;1;1;0,25;1;2;0;0;678;691;784,57;4;2;2;200;1;64;83;610,87;4;0;7;8;500;2;23;82;0;1;0;2;2;1;7,17;11,25;1;5;5;8,25;10;5;1;1;12;9;5;5;13;5;9;1;5;12;5;5;1;5;7;1;5;10;5;10,25;20;9;1;10,63;14;5;10;1;1;1;20;10;10,25;12;13;1;11;12
"Alessio Calvatore";"10.0";"F.C. Kaapstad";"DM, M (C)";8,5;751;124,7;0;0;3;1,03;2;11;0;0;526;625;834,12;15;4;6;250;5;17;33;362,38;0;2;6;6;300;0;14;10;0;0;0;2;0;0;6,8;16;5;5;13;13;13;5;5;5;13;13;5;5;16;12;13;5;5;15;5;15;5;5;5;5;5;13;5;13;20;13;5;15;16;5;14;5;5;5;20;13;13;14;14;5;15;15
"Alessio Calvatore";"2.0";"Cairo City";"DM, M (C)";14;1260;184,8;0;0;1;0,1;1;3;0;0;976;1076;1274,59;11;6;10;500;2;55;74;1011,98;3;1;20;26;966,67;1;11;34;1;6;0;24;7;0;6,75;12,64;5;5;10;9;10;10;5;5;12;9,14;5;5;13,14;8,36;9;5;9;12;5,57;9;5;8;9;5;5;10;5;12;20;11;5;13;16;5;10;5;5;5;20;11;12;12;13;5;11,86;12
"Alessio Calvatore";"3.0";"Cairo City";"DM, M (C)";16;1440;232,4;1;3;1;1,24;8;19;0;0;1325;1430;1465,23;14;4;22;283,33;2;59;88;1131,66;7;3;14;16;766,67;0;20;45;0;2;0;14;9;0;7,05;13,94;5;5;10;10;10;10;5;5;12;11,5;5;5;14,94;10;12;5;9;12;7,94;14;5;8;9;5;5;10;5;12;20;11,94;5;13,94;16;5;11,75;5;5;5;20;12;12;12;13;5;13;13,25
"Alessio Calvatore";"4.0";"Cairo City";"DM, M (C)";20;1800;287,6;1;1;5;1,09;4;15;0;0;1317;1520;1728,16;61;30;116;521,17;14;47;68;1202,14;4;8;39;48;1299,05;0;37;33;2;1;0;20;5;2;7,18;14;5;5;10;10,4;10;10;5;5;12;12;5;5;15;10,7;13;5;9;14;8;15;5;8;9;5;6;11,4;5;12;20;12;5;14;16;5;12;5;5;5;20;12;12;12;14;5;14,9;15
"Alessio Calvatore";"5.0";"Cairo City";"DM, M (C)";14;1260;201,4;0;1;0;0,47;4;11;0;0;1092;1247;1224,89;17;6;18;360;3;47;62;1033,76;0;2;17;24;733,34;1;15;30;0;0;0;10;3;1;6,84;15;5;5;10;12;10;10;5;5;13;12;5;5;15;12;13;5;9;14;8;15;5;8;9;5;6;12;5;12;20;13;5;15;16;5;13;5;5;5;20;12;12;12;14;5;15;15
"Alessio Calvatore";"6.0";"Hollywood FC";"DM, M (C)";3;270;41,9;0;0;1;0;1;1;0;0;162;181;354,79;2;1;3;50;0;13;16;330;2;2;0;0;NA;0;4;6;0;1;0;2;0;0;6,85;16;5;5;13;12;10;10;5;5;13;12;5;5;16;12;13;5;9;14;8;15;5;8;9;5;6;12;5;12;20;13;5;16;16;5;13;5;5;5;20;12;12;12;14;5;15;15
"Alessio Calvatore";"7.0";"Hollywood FC";"DM, M (C)";14;1260;200,9;0;1;2;0,73;3;10;0;0;920;1044;1230,24;25;10;25;425;5;27;45;869,52;2;8;14;15;800;1;21;10;0;1;0;2;2;0;7;16;5;5;13;13;13;10;5;5;13;13;5;5;16;12,29;13;5;9,29;14,29;8;15;5;10;10;5;6;13;5;13,29;20;13;5;16;16;5;15;5;5;5;20;13;13;14;14;5;15;15
"Alessio Calvatore";"8.0";"Hollywood FC";"DM, M (C)";7;609;94,5;0;3;3;1,04;4;10;0;0;391;444;1120,08;13;1;6;50;3;20;35;789,75;0;3;3;5;116,67;0;9;11;0;0;0;3;2;0;7,03;16;5;5;13;13;13;10;5;5;13;13;5;5;16;13;13;5;10;15;8;15;5;10;10;5;6;13;5;14;20;13;5;16;16;5;15;5;5;5;20;13;13;14;14;5;15;15
"Alessio Calvatore";"9.0";"Montréal United";"DM, M (C)";13;1170;192,7;0;3;2;1,07;7;13;0;0;745;891;1082,84;26;5;14;283,33;7;38;51;921,67;2;7;16;20;991,67;0;20;22;0;2;0;11;3;0;7,01;16;5;5;13;13;13;10;5;5;13;13;5;5;16;13;13;5;10;15;8;15;5;10;10;5;6;13;5;14;20;13;5;16;16;5;15;5;5;5;20;13;13;14;14;5;15;15
"Alexander Eyesak";"4.0";"Montréal United";"AM (LC), ST (C)";13;1170;165,5;1;7;3;6,07;22;43;0;0;495;609;1308,95;15;3;10;83,33;4;55;159;578,53;0;8;10;13;600;0;5;11;0;0;0;13;13;8;6,91;14,69;5;5,25;10;9;12;5,38;5;5;10;5,06;5;5;11;5;10,69;5;11;11,69;5;5;5;7,31;10,13;5;5;5;5;5;20;13,75;5;14,69;11;5;10;5;5;5;20;10,13;5;5,13;11;5;5,25;10
"Alexandra Gunnarsson";"10.0";"CF Catalunya";"GK";14;1260;96,6;0;0;0;0;0;0;0;0;513;647;1111,56;1;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;8;0;1;0;0;0;0;0;6,81;11,29;20;8;16;16;16;13;17,86;17,86;16;13;5;5;20;7;5;15;5;10;5;5;18;5;5;13;5;5;5;5;20;5;18;11,29;12;5;20;10;20;16;20;16;5;8;10;10;12;8
"Alexandra Gunnarsson";"11.0";"CF Catalunya";"GK";14;1260;96,3;3;0;0;0;0;0;0;0;526;767;951,86;0;0;0;NA;0;0;0;NA;0;0;1;1;100;0;6;0;0;0;0;0;0;0;7,42;13;20;5,64;16;16;16;11,71;18;18;15,57;13;5;5;19,57;5;5;5,21;5;10;5;5;18;5;5;13;5;5;5;5;20;5;18;13;12;5;20;10;20;15,57;20;16;5;5,64;10;8,43;12;5
"Alexandra Gunnarsson";"12.0";"CF Catalunya";"GK";14;1260;96,1;0;0;0;0;0;0;0;0;615;733;1175,56;2;0;0;NA;0;0;0;NA;0;0;0;1;0;0;3;0;1;0;0;0;0;0;6,85;13;18;8;16;16;16;13;18;18;16;13;5;5;19;5;5;6;5;10;5;5;18;5;5;13;5;5;5;5;20;5;18;13;12;5;18;10;18;16;20;16;5;8;10;10;12;5
"Alexandra Gunnarsson";"2.0";"CF Catalunya";"GK";14;1260;91,3;0;0;0;0;0;0;0;0;558;658;1188,57;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;6;0;0;0;0;0;0;0;6,96;10;13;7;12,93;12,07;8;10,71;11,14;10,14;12,07;10;5;5;11,29;7;5;5;5;8;5;5;11,43;5;5;8,43;5;5;5;5;20;5;12,93;10;8;5;12;7,43;13;10;20;8;5;8;8;5;8;8
"Alexandra Gunnarsson";"3.0";"CF Catalunya";"GK";16;1440;105,8;0;0;0;0;0;0;0;0;681;842;1311,68;1;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;3;0;1;0;0;0;0;0;6,95;10;13,56;8;13;13;8;12;13;13;13,94;10;5;5;13;7;5;7;5;10;5;5;13;5;5;10;5;5;5;5;20;5;13;10;10;5;13,75;10;14,75;10;20;8;5;8;10;8,25;10;8
"Alexandra Gunnarsson";"4.0";"CF Catalunya";"GK";20;1800;135,9;0;0;0;0;0;0;0;0;617;839;1487;1;0;0;NA;0;0;0;NA;0;0;1;2;50;0;3;0;0;0;0;0;0;0;7,1;10;15;8;14,95;13;8;12;13,9;13;14;10;5;5;14,4;7;5;10;5;10;5;5;13;5;5;11;5;5;5;5;20;5;15,35;10;10;5;16,6;10;16;12;20;8;5;8;10;10;10;8
"Alexandra Gunnarsson";"5.0";"CF Catalunya";"GK";14;1260;96,9;0;0;0;0;0;0;0;0;557;675;1158,37;0;0;0;NA;0;0;0;NA;0;0;1;2;100;0;5;0;1;0;0;0;0;0;7,22;10;15,57;8;16;14;8,57;12;14,64;14,29;14;10;5;5;15;7;5;10;5;10;5;5;14;5;5;11;5;5;5;5;20;5;16;10;11,93;5;18;10;18;12;20;8;5;8;10;10;11,86;8
"Alexandra Gunnarsson";"6.0";"CF Catalunya";"GK";14;1260;97,7;0;0;0;0;0;0;0;0;550;694;1109,07;0;0;0;NA;0;0;0;NA;0;0;1;2;100;0;10;0;0;0;0;0;0;0;7,12;10;18;8;16;16;12,86;12,86;15,36;15,21;16;12,14;5;5;16;7;5;10;5;10;5;5;14,36;5;5;12;5;5;5;5;20;5;16;10;12;5;18;10;18;12,5;20;12,86;5;8;10;10;12;8
"Alexandra Gunnarsson";"7.0";"CF Catalunya";"GK";14;1260;96,1;0;0;0;0;0;0;0;0;482;621;1071,37;0;0;0;NA;0;0;0;NA;0;0;2;2;200;0;5;0;1;0;0;0;0;0;7,28;10;18;8;16;16;13,29;13;16;16;16;13;5;5;17,57;7;5;10;5;10;5;5;16,71;5;5;13;5;5;5;5;20;5;18;10;12;5;18;10;18;15;20;13;5;8;10;10;12;8
"Alexandra Gunnarsson";"8.0";"CF Catalunya";"GK";14;1260;94,3;0;0;0;0;0;0;0;0;545;637;1193,55;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;4;0;0;0;0;0;0;0;7,09;10;18;8;16;16;15,93;13;16;16;16;13;5;5;18,14;7;5;10;5;10;5;5;18;5;5;13;5;5;5;5;20;5;18;10;12;5;18,93;10;18;15,93;20;16;5;8;10;10;12;8
"Alexandra Gunnarsson";"9.0";"CF Catalunya";"GK";14;1260;96,2;1;0;0;0;0;0;0;0;462;587;1125,24;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0;6;0;0;0;0;0;0;0;7,16;10;18,86;8;16;16;16;13;16;16;16;13;5;5;20;7;5;10,86;5;10;5;5;18;5;5;13;5;5;5;5;20;5;18;10;12;5;20;10;20;16;20;16;5;8;10;10;12;8
"Alexandra Laurent";"10.0";"Cairo City";"D (RLC)";14;1260;150,2;0;0;0;0,14;0;2;0;0;594;620;1340,34;0;0;4;0;0;96;171;834,22;9;0;8;13;566,67;4;34;98;1;4;0;10;0;0;6,31;12;5;5;9;9;11;5;5;5;9,29;9,29;5;5;14;5;5;5;5;14;5;5;5;8,14;8,71;5;5;5;5;14;20;5;5;14;14;5;9,29;5;5;5;20;6;14;7,29;5;5;14;5
"Alexandra Laurent";"11.0";"Cairo City";"D (RLC)";14;1260;154,5;0;0;1;0,1;0;2;0;0;895;929;1336,36;3;0;0;NA;0;133;172;1083,78;19;0;9;15;500;1;32;115;0;2;0;5;0;0;6,78;12;5;5;9;12,14;11;5;5;5;10;10,93;5;5;14;7;5;5;5;14;5;5;5;10;10,57;5;5;5;5;14;20;5;5;14;14;5;11,86;5;5;5;20;10;14;11;5;5;14;5
"Alexandra Laurent";"12.0";"Cairo City";"D (RLC)";14;1260;153,9;0;0;0;0,32;2;4;0;0;552;578;1327,34;0;0;0;NA;0;138;151;1287,81;18;0;19;26;1049,99;7;32;137;1;1;0;2;0;0;6,75;12;5;5;9;13;11;5;5;5;10;11;5;5;14;8,71;5;5;5;14;5;5;5;14;14;5;5;5;5;14;20;5;5;14;14;5;12;5;5;5;20;10;14;11;5;5;14;10
"Alfredo Puttanesca";"1.0";"Cairo City";"WB (L), DM, M (L)";3;270;39,4;0;0;0;0,01;0;1;0;0;226;241;280,27;3;0;0;NA;0;17;20;177,38;1;0;1;3;33,33;1;4;17;0;1;0;4;0;0;6,84;11;1;5;12;8;11;6;4;3;8;7;7;9;7;8;10;1;9;11;8;8;2;8;7;2;5;8;10;10;20;7;3;11;10;7;7;2;2;3;20;10;9;7;10;2;7;8
"Alfredo Puttanesca";"1.0";"Cairo City";"WB/M (L)";7;630;93,8;0;1;1;0,25;2;5;0;0;480;504;667,12;4;0;1;0;0;9;16;420;0;0;5;8;210;0;2;40;0;0;0;5;1;0;6,89;11;1;5;12;8;11;6;4;3;8;7;7;9;7;8;10;1;9;11;8;8;2;8;7;2;5;8;10;10;20;7;3;11;10;7;7;2;2;3;20;10;9;7;10;2;7;8
"Alfredo Puttanesca";"10.0";"Montréal United";"DM, M (C)";14;1260;199,7;0;0;0;0,08;1;3;0;0;983;1070;1288,39;12;0;6;0;1;56;71;1114,63;5;0;26;33;1026,67;0;25;35;0;1;0;16;4;0;7,02;16;5;5;16;15;8;6;5;5;10;13;5;5;15;10;10;5;5;15;5;5;5;5;10;5;5;5;5;15;20;6;5;16;15;5;16;5;5;5;20;15;15;10;13;5;16;16
"Alfredo Puttanesca";"11.0";"Montréal United";"DM, M (C)";14;1260;187;0;0;0;0,32;0;6;0;0;735;794;1300,29;4;0;1;0;0;66;82;1060,14;6;3;18;31;782,13;2;15;53;0;2;0;11;0;0;6,76;15;5;5;15;15;8;5;5;5;10;13;5;5;15;10;10;5;5;14;5;5;5;5;10;5;5;5;5;15;20;6;5;15;15;5;15;5;5;5;20;15;15;10;11;5;15;15
"Alfredo Puttanesca";"2.0";"Hollywood FC";"DM, M (C)";13;1170;160,3;1;0;2;0,22;2;4;0;0;882;929;1235,26;19;7;35;158,18;5;35;48;935,56;2;0;12;18;616,66;1;16;41;0;4;0;23;7;0;7,08;15,69;5;5;13;13;5;5;5;5;8;10;5;5;13,38;5;5;5;5;10;5;5;5;5;5;5;5;5;5;11,46;20;5;5;15;11,46;5;13;5;5;5;20;14;13;9,77;5;5;5;13
"Alfredo Puttanesca";"3.0";"Hollywood FC";"DM, M (L)";16;1440;209;0;0;1;0,12;1;4;0;0;1062;1144;1485,8;31;27;98;522,04;1;27;41;904,99;3;1;30;36;1146,67;0;20;31;0;3;0;23;4;0;7,01;17;5;5;13;13;5,38;5;5;5;8;10;5;5;16;5;5;5;5;12,06;5;5;5;5;5;5;5;5;5;12,56;20;5;5;15;13;5;13;5;5;5;20;14;16;10;5;5;8,75;13
"Alfredo Puttanesca";"4.0";"Hollywood FC";"D (C), DM, M (C)";9;810;120;1;0;1;0,04;0;1;0;0;774;822;843,16;14;8;21;338,46;1;18;31;486,19;3;0;16;16;800;2;15;17;0;2;0;8;2;0;7,34;17;5;5;14;14;8;5;5;5;10;10;5;5;16;5;5;5;5;13,89;5;5;5;5;5;5;5;5;5;13;20;5;5;16;13,89;5;15;5;5;5;20;14;16;10;11,89;5;13;13
"Alfredo Puttanesca";"4.0";"Hollywood FC";"DM, M (C)";11;990;146,8;0;0;1;0,11;1;2;0;0;655;715;1011,75;10;6;22;75,56;2;31;39;773,89;1;0;18;23;650;1;14;34;1;3;0;15;0;1;6,85;17;5;5;13,45;14;8;5;5;5;10;10;5;5;16;5;5;5;5;13;5;5;5;5;5;5;5;5;5;13;20;5;5;15,82;13;5;14,45;5;5;5;20;14;16;10;10,45;5;12,45;13
"Alfredo Puttanesca";"5.0";"Hollywood FC";"DM, M (L)";14;1260;183;0;0;1;0,41;0;4;0;0;875;923;1326,18;7;0;0;NA;3;28;48;798,34;1;1;20;22;1016,67;0;17;43;0;4;0;15;1;1;7,03;18;5;5;16;15,21;8;5;5;5;10;10,21;5;5;16;5;9,21;5;5;14,21;5;5;5;5;5;5;5;5;5;13;20;5;5;16;14,21;5;15;5;5;5;20;14;16;10;13;5;13;13
"Alfredo Puttanesca";"6.0";"Hollywood FC";"DM, M (L)";12;1080;165,6;0;0;0;0,35;0;6;0;0;664;745;1165,8;9;1;4;100;2;30;43;851,67;1;1;21;28;891,67;0;11;18;0;1;0;10;1;0;6,87;18;5;5;16;16;8;5;5;5;10;13;5;5;16;7,15;10;5;5;15;5;5;5;5;7,69;5;5;5;5;15;20;5;5;16;15;5;15;5;5;5;20;15;16;10;13;5;13;15
"Alfredo Puttanesca";"7.0";"Hollywood FC";"DM, M (C)";14;1260;184,3;0;0;3;0,18;1;3;0;0;818;886;1298,91;7;4;11;300;1;46;59;1006,67;4;2;34;42;1000;2;22;36;0;4;0;17;2;0;7,07;18;5;5;16;16;8;5;5;5;10;13;5;5;16;9,14;10;5;5;15,14;5;5;5;5;10;5;5;5;5;15;20;5;5;16;15,14;5;15,14;5;5;5;20;15;16;10;13;5;13,43;15,14
"Alfredo Puttanesca";"8.0";"Hollywood FC";"DM, M (C)";13;1133;174,1;0;2;1;0,72;3;9;0;0;797;882;1275,57;15;1;9;100;2;31;42;1016,66;1;2;38;44;1025,55;1;22;24;0;5;1;13;0;1;7,09;18;5;5;16;16;8;5;5;5;10;13;5;5;16;10;10;5;5;16;5;5;5;5;10;5;5;5;5;15;20;5;5;16;16;5;16;5;5;5;20;15;16;10;13;5;16;16
"Alfredo Puttanesca";"9.0";"Hollywood FC";"DM, M (C)";8;720;104,7;0;0;0;0,15;0;5;0;0;365;399;729,66;6;1;6;33,33;0;26;35;532,22;3;0;7;8;400;0;15;17;0;0;0;0;0;0;6,98;18;5;5;16;16;8;5;5;5;10;13;5;5;16;10;10;5;5;16;5;5;5;5;10;5;5;5;5;15;20;5;5;16;16;5;16;5;5;5;20;15;16;10;13;5;16;16
"Alfredo Puttanesca";"9.0";"Montréal United";"DM, M (C)";7;630;98,6;0;0;0;0,25;0;4;0;0;456;506;633,2;13;1;7;33,33;3;19;20;666,67;0;0;12;16;391,67;0;11;13;0;2;0;5;0;0;6,97;18;5;5;16;16;8;5;5;5;10;13;5;5;16;10;10;5;5;16;5;5;5;5;10;5;5;5;5;15;20;5;5;16;16;5;16;5;5;5;20;15;16;10;13;5;16;16
"Andreas Aadnevik";"1.0";"Athênai F.C.";"ST (C)";10;900;130,2;1;5;2;3,48;13;26;0;0;292;353;835,54;11;3;15;200;3;23;89;225,1;0;17;0;0;NA;0;10;6;0;0;0;8;14;7;7,04;14;1;5;10;14;5;5;1;1;13;10;5;5;10;5;5;1;16;5;5;5;1;5;5;1;5;5;5;5;20;15;1;16;5;7;5;1;1;1;20;10;5;8;5;1;5;8
"Andreas Aadnevik";"2.0";"Athênai F.C.";"ST (C)";6;540;75,3;1;3;1;2,66;10;18;0;0;121;147;492,64;4;3;26;64,44;2;17;58;175,76;0;7;0;0;NA;0;2;7;0;1;0;15;12;12;7,02;14;5;5;10;14;5;5;5;5;13;10;5;5;10;5;5;5;16;5;5;5;5;5;5;5;5;5;5;5;20;15;5;16;5;7;5;5;5;5;20;10;5;8;5;5;5;8
"Antoine Dembele-Mbappe";"7.0";"Reykjavik United";"AM (C)";3;239;37,8;0;0;0;0,22;1;3;0;0;131;145;258,66;1;0;2;0;0;6;9;160;0;1;1;2;50;0;1;1;0;0;0;1;1;1;6,37;10;5;5;10;5;10;5;5;5;5;5;11;10;5;5;11;5;11;11;5;11;5;11;10;5;5;10;8;10;20;5;5;11;10;10;5;5;5;5;20;9;10;5;10;5;5;5
"Antonio Conte";"2.0";"Athênai F.C.";"AM (C), ST (C)";1;90;11,3;0;0;0;0;0;0;0;0;7;9;77,78;1;0;10;0;0;1;9;11,11;0;0;1;2;50;0;0;0;0;0;0;0;2;0;6,5;15;5;5;5;5;5;5;5;5;10;5;5;5;15;5;5;5;15;5;5;5;5;5;5;5;5;5;5;5;20;15;5;15;10;5;9;5;5;5;20;5;5;5;10;5;5;5
"Antonio Conte";"4.0";"Sydney City";"AM (C), ST (C)";5;450;67,9;0;0;0;0,52;1;5;0;0;162;191;421,3;4;1;6;50;1;10;47;108,11;0;3;2;2;200;0;8;3;0;0;0;3;3;3;6,46;15;5;5;5;12;5;5;5;5;12;5;5;5;11;5;5;5;20;5;5;5;5;5;5;5;5;5;5;5;20;12;5;15;8;5;5;5;5;5;20;5;5;10;5;5;5;5
"Antonio Governo";"10.0";"CA Buenos Aires";"AM (L), ST (C)";1;74;10,3;0;0;1;0;0;0;0;0;23;28;82,14;2;1;4;25;1;5;5;100;0;0;2;2;100;0;1;4;0;1;0;2;0;0;10;13;5;5;13;14;9;6;5;5;14;13;5;5;14;12;11;5;15;13;5;5;5;5;9;5;5;5;5;5;20;13;5;14;9;5;13;5;5;5;20;11;5;10;13;5;13;13
"Antonio Governo";"3.0";"CA Buenos Aires";"AM (L), ST (C)";16;1440;192,7;1;5;1;7,58;21;48;1;1;309;373;1326,75;16;1;16;50;5;33;113;429,87;0;20;12;15;800;0;13;13;1;2;0;32;20;17;6,69;13;5;5;9;12;9;5;5;5;13,88;5;5;5;13,81;5;9;5;14,88;9;5;5;5;5;9;5;5;5;5;5;20;12,94;5;13;9;5;11;5;5;5;20;9;5;8;10;5;5;9
"Antonio Governo";"4.0";"CA Buenos Aires";"AM (L), ST (C)";17;1530;238,4;0;4;0;4,19;14;30;0;0;581;707;1393,32;11;7;23;356,66;4;83;146;1036,94;5;21;32;36;960,71;0;36;42;0;1;0;18;16;9;6,49;13;5;5;9;13,76;9;5;5;5;14;11,18;5;5;14;5;9;5;15;11,65;5;5;5;5;9;5;5;5;5;5;20;13;5;13;9;5;11;5;5;5;20;9;5;8;11,76;5;6,76;9
"Antonio Governo";"5.0";"CA Buenos Aires";"AM (L), ST (C)";10;900;128,6;0;6;0;6,62;16;33;0;0;185;227;825,42;7;0;2;0;3;31;116;253,52;0;6;3;5;250;1;5;9;0;0;0;6;13;5;6,94;13;5;5;10;14;9;5;5;5;14;12,9;5;5;14;9,5;9,5;5;15;12;5;5;5;5;9;5;5;5;5;5;20;13;5;13;9;5;11,3;5;5;5;20;9;5;8;12,2;5;9,5;12,6
"Antonio Governo";"6.0";"CA Buenos Aires";"AM (L), ST (C)";10;900;122;2;6;1;5,2;16;30;0;0;219;265;822,58;6;1;2;100;2;32;103;303,03;0;8;2;4;200;0;5;7;0;0;0;5;4;4;6,98;13;5;5;11;14;9;5,7;5;5;14;13;5;5;14;11,4;10,7;5;15;12,7;5;5;5;5;9;5;5;5;5;5;20;13;5;13;9;5;12,7;5;5;5;20;10,4;5;8;13;5;12,7;13
"Antonio Governo";"7.0";"CA Buenos Aires";"AM (L), ST (C)";13;1170;171;1;6;3;6,44;22;37;0;0;352;431;1069,37;27;4;13;183,33;9;32;94;530,3;0;8;6;8;500;0;14;11;0;0;0;16;16;13;7,24;13;5;5;11;14;9;6;5;5;14;13;5;5;14;12;11;5;15;13;5;5;5;5;9;5;5;5;5;5;20;13;5;13;9;5;13;5;5;5;20;11;5;8;13;5;13;13
